Date,Open,High,Low,Price,Volume,Market_Cap,obv,24h_Change,1d_Return,7d_Return,rsi_7,rsi_7_status,rsi_14,rsi_14_status,rsi_21,rsi_21_status,sma_20,ema_20,bb_mid,bb_upper,bb_lower,macd,macd_signal,macd_hist,momentum_7,momentum_14,momentum_30,log_return_7,log_return_14,log_return_30
2024-07-18 00:00:00,,,,0.05800820012139477,35642553.792325735,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2024-07-19 00:00:00,,,,0.05800820012139477,35642553.792325735,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-07-20 00:00:00,,,,0.07290735903042438,59995992.25136425,,59995992.25136425,25.6845736944947,25.6845736944947,,,,,,,,,,,,,,,,,,,,,
2024-07-21 00:00:00,,,,0.0764727286337496,47798412.30244487,,107794404.55380912,4.890273973354852,4.890273973354852,,,,,,,,,,,,,,,,,,,,,
2024-07-22 00:00:00,,,,0.07940941017572972,28072608.103165414,,135867012.65697452,3.8401683769448796,3.8401683769448796,,,,,,,,,,,,,,,,,,,,,
2024-07-23 00:00:00,,,,0.06715161021085353,23085147.13396081,,112781865.52301371,-15.436205781846498,-15.436205781846498,,,,,,,,,,,,,,,,,,,,,
2024-07-24 00:00:00,,,,0.07398413960910424,28062170.50267813,,140844036.02569184,10.174781180669873,10.174781180669873,,,,,,,,,,,,,,,,,,,,,
2024-07-25 00:00:00,,,,0.07693723857328277,25627038.19459209,,166471074.22028393,3.991529778924578,3.991529778924578,32.63165968307045,71.78524112182204,OVERBOUGHT,,,,,,,,,,,,,0.018929038451888,,,0.2824056240723148,,
2024-07-26 00:00:00,,,,0.07738794293369765,24033238.697787177,,190504312.9180711,0.5858078204685998,0.5858078204685998,33.40862631791118,72.12264796157658,OVERBOUGHT,,,,,,,,,,,,,0.019379742812302876,,,0.2882466104545455,,
2024-07-27 00:00:00,,,,0.07933891606816743,22469685.946008664,,212973998.86407974,2.5210298407095264,2.5210298407095264,8.821547129500534,73.71034882732013,OVERBOUGHT,,,,,,,,,,,,,0.006431557037743049,,,0.0845391722954058,,
2024-07-28 00:00:00,,,,0.06284973486638128,18982681.361368485,,193991317.50271127,-20.783219659339387,-20.783219659339387,-17.81418554137495,47.20241131182198,NEUTRAL,,,,,,,,,,,,,-0.013622993767368322,,,-0.1961874723145219,,
2024-07-29 00:00:00,,,,0.046485608610463774,29405753.572368786,,164585563.9303425,-26.036905789193355,-26.036905789193355,-41.460831269753726,33.32613494325854,NEUTRAL,,,,,,,,,,,,,-0.03292380156526595,,,-0.5354741048551307,,
2024-07-30 00:00:00,,,,0.04503387159945854,22423249.597506754,,142162314.33283573,-3.1229816160317005,-3.1229816160317005,-32.93701899618806,32.34208159913263,NEUTRAL,,,,,,,,,,,,,-0.022117738611394988,,,-0.39953799315226146,,
2024-07-31 00:00:00,,,,0.03814828370620679,20501016.331345793,,121661298.00148994,-15.289797764877353,-15.289797764877353,-48.437213830202616,27.799789421733294,OVERSOLD,,,,,,,,,,,,,-0.03583585590289745,,,-0.6623699719488858,,
2024-08-01 00:00:00,,,,0.03634590454538791,16116962.836010424,,105544335.16547951,-4.724666448167458,-4.724666448167458,-52.75902122381425,26.65648495746457,OVERSOLD,37.80816097433868,NEUTRAL,,,,,,,,,,,-0.04059133402789487,-0.021662295576006865,,-0.7499084756486389,-0.46750285157632404,
2024-08-02 00:00:00,,,,0.03583969105019876,21889196.77055428,,83655138.39492524,-1.392766259419951,-1.392766259419951,-53.68827534167109,26.302043723762736,OVERSOLD,37.57757024882481,NEUTRAL,,,,,,,,,,,-0.041548251883498886,-0.02216850907119601,,-0.7697750245924898,-0.48152841413794417,
2024-08-03 00:00:00,,,,0.02835354074809909,16343465.506261263,,67311672.88866398,-20.887876214151,-20.887876214151,-64.26275760594217,21.394031803298986,OVERSOLD,34.25070434457197,NEUTRAL,,,,,,,,,,,-0.05098537532006833,-0.04455381828232528,,-1.028976836646639,-0.9444376643512333,
2024-08-04 00:00:00,,,,0.024036913126738318,12408683.326852966,,54902989.561811015,-15.224298297383449,-15.224298297383449,-61.754949041804444,19.00795537784724,OVERSOLD,32.46584484122252,NEUTRAL,,,,,,,,,,,-0.038812821739642955,-0.05243581550701128,,-0.9611560208005712,-1.1573434931150932,
2024-08-05 00:00:00,,,,0.019537206923904267,12747487.913424572,,42155501.64838644,-18.71998363146157,-18.71998363146157,-57.97149374202988,16.737703949673673,OVERSOLD,30.67154726445733,NEUTRAL,,,,,,,,,,,-0.026948401686559507,-0.059872203251825455,,-0.8668220775034055,-1.4022961823585363,
2024-08-06 00:00:00,,,,0.021844635811519415,45904709.87595716,,88060211.52434361,11.810433787195809,11.810433787195809,-51.49287628252228,22.290403372122384,OVERSOLD,32.724842205849825,NEUTRAL,,,0.053904056823307865,0.053904056823307865,0.053904056823307865,0.09564779029508913,0.012160323351526593,,,,-0.023189235787939126,-0.045306974399334114,,-0.7234595180578419,-1.1229975112101036,
2024-08-07 00:00:00,,,,0.020891190141327988,18510764.581250466,,69549446.94309315,-4.3646672730915625,-4.3646672730915625,-45.236880636050856,21.596105804637233,OVERSOLD,32.29916206092034,NEUTRAL,,,0.05204820632430453,0.05075997428216692,0.05204820632430453,0.09613180457506779,0.007964608073541261,,,,-0.017257093564878805,-0.053092949467776256,,-0.6021532229106782,-1.2645231948595639,
2024-08-08 00:00:00,,,,0.017243607995533355,17514029.945926104,,52035416.99716705,-17.459905927421556,-17.459905927421556,-52.55694359181528,18.960217777587175,OVERSOLD,30.656234353801196,NEUTRAL,31.8914950514892,NEUTRAL,0.050009976718011426,0.04756793939772563,0.050009976718011426,0.09650636176863625,0.003513591667386594,,,,-0.019102296549854552,-0.059693630577749415,,-0.7456400065572298,-1.4955484822058687,
2024-08-09 00:00:00,,,,0.027773184715142268,22321000.59076897,,74356417.58793601,61.063651657683295,61.063651657683295,-22.50718713997329,42.56811104922565,NEUTRAL,40.12443284360388,NEUTRAL,37.983202503568435,NEUTRAL,0.04775326800224733,0.04568272466605102,0.04775326800224733,0.09396560235389373,0.0015409336506009216,,,,-0.008066506335056494,-0.04961475821855538,,-0.2549849912191364,-1.0247600158116261,
2024-08-10 00:00:00,,,,0.03313813180653199,15884243.895857666,,90240661.48379368,19.317003600471818,19.317003600471818,16.874756845857682,51.045346881302955,NEUTRAL,44.297665010015045,NEUTRAL,40.815192780469246,NEUTRAL,0.04558653816088646,0.044488001536573014,0.04558653816088646,0.09024703447270058,0.0009260418490723357,,,,0.004784591058432899,-0.04620078426163544,,0.1559327211553458,-0.8730441154912932,
2024-08-11 00:00:00,,,,0.04290811623099795,11838708.349157711,,102079369.83295138,29.482604757278935,29.482604757278935,78.50926200364546,62.732457150901894,NEUTRAL,50.996009299187776,NEUTRAL,45.56804269630093,NEUTRAL,0.043761473463649864,0.04433753626937539,0.043761473463649864,0.08564075164226195,0.0018821952850377743,,,,0.018871203104259635,-0.019941618635383324,,0.5794703018610728,-0.38168571893949843,
2024-08-12 00:00:00,,,,0.03477589310745016,12137157.524687873,,89942212.30826351,-18.95264541507152,-18.95264541507152,77.99828421175688,50.926102870983065,NEUTRAL,46.03384216905524,NEUTRAL,42.57956642701959,NEUTRAL,0.04214268760847969,0.04342690358728727,0.04214268760847969,0.08276436287721947,0.001521012339739912,-0.014054453223553476,,,0.015238686183545895,-0.011709715503013612,,0.5766037249977432,-0.29021835250566236,
2024-08-13 00:00:00,,,,0.03982759835147235,15675412.088798802,,105617624.39706232,14.526457245579536,14.526457245579536,82.32209818059731,56.816169187395296,NEUTRAL,49.33207788494732,NEUTRAL,44.93506363811272,NEUTRAL,0.0404348605455981,0.04308411261244775,0.0404348605455981,0.07833934739193424,0.0025303736992619633,-0.012565057142820073,,,0.017982962539952935,-0.0052062732479861915,,0.6006047071136872,-0.12285481094415487,
2024-08-14 00:00:00,,,,0.04038437296669943,13937736.86629719,,119555361.2633595,1.397961811087958,1.397961811087958,93.30814900204781,57.4725073071828,NEUTRAL,49.69698331749374,NEUTRAL,45.19523838634525,NEUTRAL,0.03860721726526893,0.04282699455094791,0.03860721726526893,0.072620520437814,0.004593914092723854,-0.011210544778149638,,,0.019493182825371443,0.002236089260492638,,0.6591153566166893,0.05696213370601103,
2024-08-15 00:00:00,,,,0.028707757241646207,15376856.801814618,,104178504.46154489,-28.913698213617558,-28.913698213617558,66.48347172518902,41.89356071557233,NEUTRAL,42.74436553819582,NEUTRAL,40.9360860053409,NEUTRAL,0.03617320798066636,0.04148230528339537,0.03617320798066636,0.06536255728816574,0.006983858673166976,-0.010953029567051409,,,0.011464149246112852,-0.0076381473037417,,0.5097258495871384,-0.23591415697009144,
2024-08-16 00:00:00,,,,0.03163319448945811,15966357.383965509,,120144861.8455104,10.19040680603215,10.19040680603215,13.898333280487343,46.159435808168595,NEUTRAL,44.8269554459037,NEUTRAL,42.36491589261001,NEUTRAL,0.0337879219017309,0.04054429473159182,0.0337879219017309,0.05525246074706276,0.012323383056399028,-0.010393083572011665,,,0.0038600097743158417,-0.004206496560740652,,0.13013605117525165,-0.12484894004388476,
2024-08-17 00:00:00,,,,0.029174786084245306,11509147.298873497,,108635714.5466369,-7.771609680559065,-7.771609680559065,-11.96007591926305,43.06009795602173,NEUTRAL,43.398367918845615,NEUTRAL,41.47950589448108,NEUTRAL,0.0321041744626241,0.03946148438422549,0.0321041744626241,0.04897796526207446,0.015230383663173742,-0.010032052097430418,,,-0.003963345722286682,0.0008212453361462167,-0.028833414037149466,-0.12737979165713373,0.028552929498212032,-0.6872795359701734
2024-08-18 00:00:00,,,,0.029080500680341095,6883571.206156326,,101752143.34048057,-0.32317427669204674,-0.32317427669204674,-32.22610723858212,42.931119295222835,NEUTRAL,43.341319336717746,NEUTRAL,41.44462512783001,NEUTRAL,0.031233919066117964,0.03847281926956984,0.031233919066117964,0.0467953723761924,0.015672465756043526,-0.009642388642757349,,,-0.013827615550656858,0.005043587553602777,-0.028927699441053677,-0.3889931277133094,0.1904771741477633,-0.6905165120960381
2024-08-19 00:00:00,,,,0.03309763332126572,10439324.936835347,,112191468.27731591,13.813835893273568,13.813835893273568,-4.825928642577136,50.32687901915823,NEUTRAL,46.564311549334455,NEUTRAL,43.56758642877082,NEUTRAL,0.03063710715220832,0.03796089679830278,0.03063710715220832,0.044896877117385395,0.01637733718703124,-0.008906756965970979,,,-0.0016782597861844453,0.01356042639736145,-0.03980972570915866,-0.04946264097834459,0.5271410840193984,-0.7897278018806136
2024-08-20 00:00:00,,,,0.03454245340365603,6245270.008573849,,118436738.28588976,4.365327479357861,4.365327479357861,-13.270056861515314,52.88872313939794,NEUTRAL,47.71628253003561,NEUTRAL,44.32981439298252,NEUTRAL,0.030456815637080782,0.03763533076071738,0.030456815637080782,0.04442026114890667,0.016493370125254897,-0.008113649554896726,-0.01065233506051575,0.002538685505619023,-0.005285144947816317,0.012697817592136618,-0.041930275230093565,-0.14237099690724583,0.4582337102064413,-0.7947450878367899
2024-08-21 00:00:00,,,,0.037975848056301255,8309706.997451116,,126746445.28334087,9.939637502071076,9.939637502071076,-5.964002245086787,58.78221453797754,NEUTRAL,50.44996898401418,NEUTRAL,46.1448402936676,NEUTRAL,0.03053831281262645,0.03766776097934442,0.03053831281262645,0.04465646210612492,0.01642016351912798,-0.007125916829714182,-0.009947051414355437,0.002821134584641255,-0.0024085249103981757,0.017084657914973267,-0.04143356211942847,-0.06149252218707445,0.5976228344296148,-0.7376664971020921
2024-08-22 00:00:00,,,,0.04051909291355722,7326970.557929305,,134073415.84127018,6.697006090516975,6.697006090516975,41.14335917114544,62.80346816575158,NEUTRAL,52.43391030994563,NEUTRAL,47.4767222217943,NEUTRAL,0.03077228290579438,0.0379393164016504,0.03077228290579438,0.04538068608672381,0.01616387972486494,-0.006067965197955709,-0.009171234171075493,0.0031032689731197837,0.011811335671911016,0.023275484918023868,-0.026632517297296307,0.3446059195787226,0.854331769165861,-0.5051796090058568
2024-08-23 00:00:00,,,,0.039264975223637505,5389233.042359289,,128684182.79891089,-3.0951277527244554,-3.0951277527244554,24.12586163791557,59.465815796998115,NEUTRAL,51.34223259382292,NEUTRAL,46.87647143329116,NEUTRAL,0.031317854629571304,0.038065569622792034,0.031317854629571304,0.04633351150196545,0.016302197757177162,-0.0052699786902416015,-0.008390983074908714,0.0031210043846671125,0.0076317807341793956,0.011491790508495237,-0.03471916438546674,0.21612587804834274,0.34626192922359433,-0.6335178348027153
2024-08-24 00:00:00,,,,0.04094583971549591,8700088.960406547,,137384271.75931743,4.280824022643278,4.280824022643278,40.34666645801765,62.57575381695985,NEUTRAL,52.761795596250884,NEUTRAL,47.805145695015014,NEUTRAL,0.032163300959009176,0.0383398810601924,0.032163300959009176,0.04734710913927343,0.01697949277874492,-0.004450632792365877,-0.007602913018400147,0.00315228022603427,0.011771053631250604,0.007807707908963922,-0.03599139885778686,0.33894536490265365,0.2115655732455199,-0.6307397951398346
2024-08-25 00:00:00,,,,0.0373794157146127,5208935.2206557905,,132175336.53866164,-8.710101015545908,-8.710101015545908,28.537730919749304,52.58807377574643,NEUTRAL,49.46433493968595,NEUTRAL,46.013106039340094,NEUTRAL,0.03305541139854459,0.038248408170137194,0.03305541139854459,0.04723012505427006,0.018880697742819127,-0.004042476720968274,-0.006890825758913773,0.0028483490379454983,0.008298915034271607,-0.0055287005163852515,-0.04000852721908495,0.2510523010821792,-0.13794082663113025,-0.7277108214684044
