Date,Open,High,Low,Price,Volume,obv,24h_Change,1d_Return,7d_Return,rsi_7,rsi_7_status,rsi_14,rsi_14_status,rsi_21,rsi_21_status,sma_20,ema_20,bb_mid,bb_upper,bb_lower,macd,macd_signal,macd_hist,momentum_7,momentum_14,momentum_30,log_return_7,log_return_14,log_return_30
2024-06-08 00:00:00,,,,3679.3766523741783,16199024684.298843,0.0,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09 00:00:00,,,,3683.0253801346485,7575768941.686513,7575768941.686513,0.09916700857781809,0.09916700857781809,,,,,,,,,,,,,,,,,,,,,
2024-06-10 00:00:00,,,,3705.8998844045504,6301031436.913941,13876800378.600454,0.6210791919404508,0.6210791919404508,,,,,,,,,,,,,,,,,,,,,
2024-06-11 00:00:00,,,,3666.8276647258203,8786880926.53714,5089919452.063314,-1.054324749655456,-1.054324749655456,,,,,,,,,,,,,,,,,,,,,
2024-06-12 00:00:00,,,,3498.5559542215797,19621933421.92237,-14532013969.859056,-4.5890269707241025,-4.5890269707241025,,,,,,,,,,,,,,,,,,,,,
2024-06-13 00:00:00,,,,3559.4475336257624,16798065224.846418,2266051254.987362,1.7404775056036215,1.7404775056036215,,,,,,,,,,,,,,,,,,,,,
2024-06-14 00:00:00,,,,3465.316584199481,14257587847.282923,-11991536592.29556,-2.6445381913073667,-2.6445381913073667,,,,,,,,,,,,,,,,,,,,,
2024-06-15 00:00:00,,,,3478.7748349889234,14164619768.518377,2173083176.2228165,0.388370022260215,0.388370022260215,-5.452059855188059,25.071101833995087,OVERSOLD,,,,,,,,,,,,,-200.6018173852549,,,-0.0560631770034162,,
2024-06-16 00:00:00,,,,3565.1232591862595,12060524631.965353,14233607808.18817,2.482150420569286,2.482150420569286,-3.2012302055892587,40.07509274749117,NEUTRAL,,,,,,,,,,,,,-117.90212094838898,,,-0.0325359005217429,,
2024-06-17 00:00:00,,,,3618.508652976102,8663362158.145231,22896969966.3334,1.4974347283024303,1.4974347283024303,-2.358164930364549,47.63799576768146,NEUTRAL,,,,,,,,,,,,,-87.39123142844846,,,-0.023864146399512936,,
2024-06-18 00:00:00,,,,3510.3586935289036,17226962124.000225,5670007842.333176,-2.988799249056616,-2.988799249056616,-4.267148213757584,36.6930100203079,NEUTRAL,,,,,,,,,,,,,-156.46897119691675,,,-0.04360866758277997,,
2024-06-19 00:00:00,,,,3480.4713384276088,21649791273.213665,-15979783430.88049,-0.8514045916843207,-0.8514045916843207,-0.5169165801721379,34.162439162010244,NEUTRAL,,,,,,,,,,,,,-18.084615793970897,,,-0.005182572159009501,,
2024-06-20 00:00:00,,,,3555.9658395535403,15091044746.84232,-888738684.0381699,2.1690884304204054,2.1690884304204054,-0.09781557501075358,45.28311441308289,NEUTRAL,,,,,,,,,,,,,-3.481694072222126,,,-0.000978634456635067,,
2024-06-21 00:00:00,,,,3511.28482815368,15933137676.283852,-16821876360.322021,-1.2565084541270561,-1.2565084541270561,1.3265236476169744,40.553358604964274,NEUTRAL,,,,,,,,,,,,,45.9682439541989,,,0.013178023646057604,,
2024-06-22 00:00:00,,,,3516.88098000528,16100418805.143234,-721457555.1787872,0.15937618636716214,0.15937618636716214,1.095389808880168,41.44700322083307,NEUTRAL,39.91825662237505,NEUTRAL,,,,,,,,,,,38.10614501635655,-162.49567236889834,,0.010894338690796417,-0.045168838312619836,
2024-06-23 00:00:00,,,,3494.7985621731755,6342881010.269747,-7064338565.448534,-0.6278977866368216,-0.6278977866368216,-1.9725740710893582,38.76429562294722,NEUTRAL,38.77407085517833,NEUTRAL,,,,,,,,,,,-70.324697013084,-188.226817961473,,-0.0199228900525666,-0.05245879057430943,
2024-06-24 00:00:00,,,,3417.7971372978254,8947881396.036127,-16012219961.484661,-2.2033151126017443,-2.2033151126017443,-5.546802147707954,30.68453228090968,NEUTRAL,35.00611573274739,NEUTRAL,,,,,,,,,,,-200.71151567827656,-288.102747106725,,-0.05706573499284984,-0.08092988139236279,
2024-06-25 00:00:00,,,,3357.1006400727606,23589084207.47341,-39601304168.95807,-1.7758952561196368,-1.7758952561196368,-4.365880151753817,25.74895450361649,OVERSOLD,32.3384405665536,NEUTRAL,,,,,,,,,,,-153.258053456143,-309.72702465305974,,-0.044640527426860976,-0.08824919500964082,
2024-06-26 00:00:00,,,,3395.304687339692,11981602845.529747,-27619701323.42832,1.1380072080920216,1.1380072080920216,-2.446986135113325,33.59275421018653,NEUTRAL,35.6618803472779,NEUTRAL,,,,,,,,,,,-85.16665108791676,-103.25126688188766,,-0.02477422380538772,-0.029956795964397192,
