Date,Open,High,Low,Price,Volume,obv,24h_Change,1d_Return,7d_Return,rsi_7,rsi_7_status,rsi_14,rsi_14_status,rsi_21,rsi_21_status,sma_20,ema_20,bb_mid,bb_upper,bb_lower,macd,macd_signal,macd_hist,momentum_7,momentum_14,momentum_30,log_return_7,log_return_14,log_return_30
2024-09-12 00:00:00,,,,58249.48211886159,5519861.926252108,0.0,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13 00:00:00,,,,58249.48211886159,5519861.926252108,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-09-14 00:00:00,,,,60490.36555421515,31942804.35874467,31942804.35874467,3.8470443922246353,3.8470443922246353,,,,,,,,,,,,,,,,,,,,,
2024-09-15 00:00:00,,,,60005.91313886403,18963983.468372878,12978820.890371792,-0.8008753309928668,-0.8008753309928668,,,,,,,,,,,,,,,,,,,,,
2024-09-16 00:00:00,,,,59146.86672514257,25706269.90829172,-12727449.017919928,-1.4316029350865422,-1.4316029350865422,,,,,,,,,,,,,,,,,,,,,
2024-09-17 00:00:00,,,,58307.806143388894,52948510.271033764,-65675959.28895369,-1.4186052925725043,-1.4186052925725043,,,,,,,,,,,,,,,,,,,,,
2024-09-18 00:00:00,,,,60319.00573293925,47226479.35540191,-18449479.93355178,3.449280160883557,3.449280160883557,,,,,,,,,,,,,,,,,,,,,
2024-09-19 00:00:00,,,,61269.74691163985,65512875.09047611,47063395.15692433,1.5761884121730705,1.5761884121730705,5.185050034634174,70.44758234952599,OVERBOUGHT,,,,,,,,,,,,,3020.26479277826,,,0.05055099428000668,,
2024-09-20 00:00:00,,,,62962.48134389815,80119444.54856317,127182839.70548749,2.762757343684605,2.762757343684605,8.091057728924355,76.68265658341454,OVERBOUGHT,,,,,,,,,,,,,4712.999225036561,,,0.07780381302378479,,
2024-09-21 00:00:00,,,,63095.91703690854,72323369.20426457,199506208.90975207,0.211928898229995,0.211928898229995,4.307382603529054,77.12648138377577,OVERBOUGHT,,,,,,,,,,,,,2605.551482693394,,,0.042171955906096674,,
2024-09-22 00:00:00,,,,63344.2445904757,40921327.56043567,240427536.47018772,0.3935715102165722,0.3935715102165722,5.563337472902365,78.0342561300306,OVERBOUGHT,,,,,,,,,,,,,3338.331451611666,,,0.05414094198033352,,
2024-09-23 00:00:00,,,,63638.373544600225,56687736.58438206,297115273.0545698,0.46433414120902217,0.46433414120902217,7.593820379919417,79.17624986683256,OVERBOUGHT,,,,,,,,,,,,,4491.506819457652,,,0.07319302867695766,,
2024-09-24 00:00:00,,,,63381.387009559505,95858742.4558668,201256530.59870297,-0.40382322917259006,-0.40382322917259006,8.701374998904615,75.19145756094149,OVERBOUGHT,,,,,,,,,,,,,5073.5808661706105,,,0.0834342575430115,,
2024-09-25 00:00:00,,,,64381.54036894725,79575100.10501786,280831630.7037208,1.577992225441356,1.577992225441356,6.735082229297282,79.80606476957578,OVERBOUGHT,,,,,,,,,,,,,4062.5346360080002,,,0.06517971143079522,,
2024-09-26 00:00:00,,,,63048.90581997193,72973158.49640962,207858472.20731118,-2.0699016229473184,-2.0699016229473184,2.903813052954002,61.905907543033386,NEUTRAL,69.44064896356055,NEUTRAL,,,,,,,,,,,1779.1589083320796,4799.42370111034,,0.02862451207356145,0.07917550635356821,
2024-09-27 00:00:00,,,,65148.36249999796,85391144.68866123,293249616.89597243,3.3298859872695625,3.3298859872695625,3.4717201568988774,73.02600985466248,OVERBOUGHT,74.17152923322288,OVERBOUGHT,,,,,,,,,,,2185.8811560998074,6898.880381136369,,0.03412815418274961,0.11193196720653452,
2024-09-28 00:00:00,,,,65736.08851546622,86945629.50811093,380195246.4040834,0.9021347473902888,0.9021347473902888,4.184377694381225,75.37382006347256,OVERBOUGHT,75.32322789073477,OVERBOUGHT,,,,,,,,,,,2640.171478557684,5245.722961251078,,0.04099200593355553,0.08316396183965213,
2024-09-29 00:00:00,,,,65873.76056163994,50409881.10562219,430605127.50970554,0.20943145429366708,0.20943145429366708,3.993284610966177,75.94598727991098,OVERBOUGHT,75.59771765262883,OVERBOUGHT,,,,,,,,,,,2529.515971164241,5867.847422775907,,0.039156140020079236,0.09329708200041274,
2024-09-30 00:00:00,,,,65655.08186826583,54012609.497821376,376592518.01188415,-0.3319663117903915,-0.3319663117903915,3.169012989076813,72.81103718186472,OVERBOUGHT,74.18613621376838,OVERBOUGHT,,,,,,,,,,,2016.7083236656035,6508.215143123256,,0.0311983602380392,0.10439138891499684,
2024-10-01 00:00:00,,,,63288.359078546,152146136.74012673,224446381.27175742,-3.6047823296733705,-3.6047823296733705,-0.14677484258821505,47.86386679612625,NEUTRAL,60.92656313665535,NEUTRAL,,,62279.65853410951,62279.65853410951,62279.65853410951,67322.48585337722,57236.831214841804,,,,-93.02793101350835,4980.552935157102,,-0.001468826623747616,0.08196543091926392,
2024-10-02 00:00:00,,,,60833.084270504834,164940894.91934812,59505486.3524093,-3.8795046099930737,-3.8795046099930737,-5.511604845282518,33.83346614806649,NEUTRAL,50.78549157089331,NEUTRAL,,,62408.83864169166,62141.889556623355,62408.83864169166,67155.77538064169,57661.90190274163,,,,-3548.456098442417,514.0785375655832,,-0.05669316162483256,0.008486549805962598,
2024-10-03 00:00:00,,,,60674.262644748116,143866690.31618765,-84361203.96377835,-0.261077713979601,-0.261077713979601,-3.7663511274950627,33.10121090156386,NEUTRAL,50.20338251011879,NEUTRAL,55.95238652483689,NEUTRAL,62530.077667986,62002.11556501619,62530.077667986,66959.1085144172,58101.046821554795,,,,-2374.643175223813,-595.4842668917336,,-0.038391109095857225,-0.009766597022295714,
2024-10-04 00:00:00,,,,60781.72820214302,119664544.23374394,35303340.26996559,0.17711885189956708,0.17711885189956708,-6.702600234741239,34.22499615711165,NEUTRAL,50.61585649882622,NEUTRAL,56.195064479047765,NEUTRAL,62544.64580038239,61885.8881971235,62544.64580038239,66948.59009910404,58140.701501660726,,,,-4366.634297854936,-2180.753141755129,,-0.06937794813453256,-0.03524979395178283,
2024-10-05 00:00:00,,,,62081.31968877628,119487345.69163454,154790685.96160012,2.138128554540573,2.138128554540573,-5.559760109289218,46.827023001806346,NEUTRAL,55.4244261498024,NEUTRAL,59.059184988586274,NEUTRAL,62648.416127877994,61904.50072013805,62648.416127877994,66903.47826309717,58393.35399265881,,,,-3654.768826689942,-1014.597348132258,,-0.05720293363517872,-0.016210927701623246,
2024-10-06 00:00:00,,,,62004.81265560079,43041907.39533133,111748778.5662688,-0.12323680224427037,-0.12323680224427037,-5.873276207480005,46.21883229448073,NEUTRAL,55.084381419742385,NEUTRAL,58.821452907748366,NEUTRAL,62791.313424400905,61914.05423780117,62791.313424400905,66747.89663054075,58834.73021826106,,,,-3868.947906039146,-1339.431934874905,,-0.06052818617097623,-0.021372046150896933,
2024-10-07 00:00:00,,,,62836.868753837996,45808754.29337945,157557532.85964826,1.3419218002621385,1.3419218002621385,-4.292452365046865,53.827741269215636,NEUTRAL,58.0955231448087,NEUTRAL,60.63110111277119,NEUTRAL,63017.76655492336,62001.94133456658,63017.76655492336,66398.51708337775,59637.01602646897,336.7426480776194,,,-2818.213114427832,-801.5047907622284,,-0.04387302298021061,-0.012674662742171475,
2024-10-08 00:00:00,,,,62360.76502167283,141726904.90442958,15830627.955218673,-0.7576821404489344,-0.7576821404489344,-1.465662991391431,49.182595249850515,NEUTRAL,55.79074241735693,NEUTRAL,59.07140946134215,NEUTRAL,63119.854519360044,62036.11501905289,63119.854519360044,66284.89078041563,59954.81825830445,305.10812525692745,,,-927.5940568731676,-1020.6219878866759,,-0.014765099484419524,-0.016233926108167058,
2024-10-09 00:00:00,,,,62115.45211641969,120803318.2602862,-104972690.30506752,-0.39337699780924884,-0.39337699780924884,2.1080105690722295,46.757068394259214,NEUTRAL,54.589042809478244,NEUTRAL,58.26058610489922,NEUTRAL,63162.13977959905,62043.67093308782,63162.13977959905,66248.80263229944,60075.476926898664,257.2771063856926,,,1282.3678459148578,-2266.0882525275592,,0.020860994176081636,-0.03583216744875106,
2024-10-10 00:00:00,,,,60619.793457854925,124439053.2534402,-229411743.55850774,-2.407868907983691,-2.407868907983691,-0.08977313364665362,34.61447860997089,NEUTRAL,47.825283988241324,NEUTRAL,53.55463536894935,NEUTRAL,63045.0053852969,61908.06355449421,63045.0053852969,66324.84348597721,59765.16728461659,97.55892674196366,,,-54.46918689319136,-2429.1123621170045,,-0.000898134538572276,-0.03928924363442956,
