Date,Open,High,Low,Price,Volume,Market_Cap,obv,24h_Change,1d_Return,7d_Return,rsi_7,rsi_7_status,rsi_14,rsi_14_status,rsi_21,rsi_21_status,sma_20,ema_20,bb_mid,bb_upper,bb_lower,macd,macd_signal,macd_hist,momentum_7,momentum_14,momentum_30,log_return_7,log_return_14,log_return_30
2025-03-10 00:00:00,,,,0.00021989976140144123,23021306.431159474,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11 00:00:00,,,,0.00021989976140144123,23021306.431159474,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2025-03-12 00:00:00,,,,0.0003599474361291713,19918479.902849305,,19918479.902849305,63.68705169809802,63.68705169809802,,,,,,,,,,,,,,,,,,,,,
2025-03-13 00:00:00,,,,0.00022661243670967795,21694889.56604313,,-1776409.6631938256,-37.042908501685936,-37.042908501685936,,,,,,,,,,,,,,,,,,,,,
2025-03-14 00:00:00,,,,9.944493915541219e-05,13828436.667445935,,-15604846.330639761,-56.11673366240928,-56.11673366240928,,,,,,,,,,,,,,,,,,,,,
2025-03-15 00:00:00,,,,0.00013961998222944644,10022652.224345258,,-5582194.106294503,40.399283679231615,40.399283679231615,,,,,,,,,,,,,,,,,,,,,
2025-03-16 00:00:00,,,,0.00010486545426167937,6985828.063293715,,-12568022.16958822,-24.89223061972084,-24.89223061972084,,,,,,,,,,,,,,,,,,,,,
2025-03-17 00:00:00,,,,9.757232815051623e-05,8753470.785259984,,-21321492.954848204,-6.954746119693528,-6.954746119693528,-55.6287248659667,37.33074690576654,NEUTRAL,,,,,,,,,,,,,-0.000122327433250925,,,-0.8125778823572275,,
2025-03-18 00:00:00,,,,9.86533219425231e-05,8060698.30184044,,-13260794.653007764,1.1078897188343335,1.1078897188343335,-55.13714007064105,37.49403277931646,NEUTRAL,,,,,,,,,,,,,-0.00012124643945891813,,,-0.8015599066017972,,
2025-03-19 00:00:00,,,,6.301836581984783e-05,7628544.034667965,,-20889338.68767573,-36.121395023511454,-36.121395023511454,-82.49234207707123,34.079100921907724,NEUTRAL,,,,,,,,,,,,,-0.0002969290703093235,,,-1.7425318051797236,,
2025-03-20 00:00:00,,,,6.395783997770858e-05,5606789.033543263,,-15282549.654132467,1.490794224252728,1.490794224252728,-71.77655343795298,34.263255905805764,NEUTRAL,,,,,,,,,,,,,-0.00016265459673196937,,,-1.265017115126975,,
2025-03-21 00:00:00,,,,0.00011875543290450014,8188880.826960585,,-7093668.827171882,85.67767914909312,85.67767914909312,19.418277001416413,44.763714233871454,NEUTRAL,,,,,,,,,,,,,1.931049374908795e-05,,,0.17746207696953012,,
2025-03-22 00:00:00,,,,0.0001971675247866198,11162462.361841127,,4068793.5346692456,66.02821442718879,66.02821442718879,41.21726821494778,56.3923992417741,NEUTRAL,,,,,,,,,,,,,5.7547542557173366e-05,,,0.3451294277333439,,
2025-03-23 00:00:00,,,,0.0002536079339990517,11965261.005995987,,16034054.540665232,28.625611278283923,28.625611278283923,141.8412581956714,62.94363024669765,NEUTRAL,,,,,,,,,,,,,0.00014874247973737233,,,0.8831113670649772,,
2025-03-24 00:00:00,,,,0.00020082294473422653,5869159.41211098,,10164895.128554251,-20.813619050665245,-20.813619050665245,105.81956845842058,54.07907329140513,NEUTRAL,48.749657064289046,NEUTRAL,,,,,,,,,,,0.00010325061658371029,-1.9076816667214707e-05,,0.7218297177235573,-0.0907481646336703,
2025-03-25 00:00:00,,,,0.00017223576953507089,6239096.625511833,,3925798.5030424185,-14.235014448666975,-14.235014448666975,74.58689291316314,49.66010881919314,NEUTRAL,46.85862579977656,NEUTRAL,,,,,,,,,,,7.358244759254778e-05,-4.766399186637035e-05,,0.5572523853737054,-0.24430752122809188,
2025-03-26 00:00:00,,,,0.00015388691831987858,6274873.054729986,,-2349074.5516875675,-10.653333662759342,-10.653333662759342,144.1937621165851,46.79665299792184,NEUTRAL,45.635003037867996,NEUTRAL,,,,,,,,,,,9.086855250003075e-05,-0.00020606051780929272,,0.8927918312041272,-0.8497399739755964,
2025-03-27 00:00:00,,,,0.0002169632745289131,13793354.609141791,,11444280.057454225,40.98877077902113,40.98877077902113,239.22858339889524,56.78926418784003,NEUTRAL,50.42729247399401,NEUTRAL,,,,,,,,,,,0.0001530054345512045,-9.64916218076486e-06,,1.221503981475184,-0.04351313365179094,
2025-03-28 00:00:00,,,,0.00016737917288176757,5791577.685965492,,5652702.371488732,-22.853684225962308,-22.853684225962308,40.94443410969611,48.44461332712782,NEUTRAL,46.92547965788693,NEUTRAL,,,,,,,,,,,4.8623739977267434e-05,6.793423372635539e-05,,0.34319554239004474,0.520657619359575,
2025-03-29 00:00:00,,,,0.00015392011504304366,6321253.423816754,,-668551.0523280213,-8.041058876680585,-8.041058876680585,-21.934347347708353,46.29057463146047,NEUTRAL,45.991870204243334,NEUTRAL,,,0.0001664115356955969,0.0001664115356955969,0.0001664115356955969,0.00030869087756570004,2.413219382549372e-05,,,,-4.3247409743576147e-05,1.430013281359722e-05,,-0.2476200126594581,0.09750941507388576,
2025-03-30 00:00:00,,,,0.00013539192418865524,3324641.693253127,,-3993192.745581148,-12.037537036148276,-12.037537036148276,-46.61368749245774,43.205191590206404,NEUTRAL,44.67417165353439,NEUTRAL,,,0.0001621861438349576,0.0001634572869806501,0.0001621861438349576,0.0003028710420268471,2.1501245643068084e-05,,,,-0.00011821600981039645,3.052646992697587e-05,,-0.6276157929610277,0.25549557410394946,
2025-03-31 00:00:00,,,,0.00012442396525466968,3482236.490104058,,-7475429.235685206,-8.100895972719025,-8.100895972719025,-38.042953498498356,41.30390653232864,NEUTRAL,43.8728473716993,NEUTRAL,45.05519442877524,NEUTRAL,0.00015741235402761902,0.00015973982776865196,0.00015741235402761902,0.00029640914679086074,1.8415561264377293e-05,,,,-7.639897947955685e-05,2.685163710415344e-05,,-0.47872883940156064,0.2431008783219966,
2025-04-01 00:00:00,,,,0.00010031165021246843,4546285.608455238,,-12021714.844140444,-19.379156573935262,-19.379156573935262,-41.7591070175218,37.11482684569791,NEUTRAL,42.08560620776406,NEUTRAL,43.90382034944951,NEUTRAL,0.00014443056473178388,0.00015408000133472973,0.00014443056473178388,0.000249758657679688,3.910247178387975e-05,,,,-7.192411932260246e-05,1.6583282699453284e-06,,-0.5405824494136666,0.016669935960038886,
2025-04-02 00:00:00,,,,0.00011394971147471474,3874595.924791904,,-8147118.91934854,13.595690264649981,13.595690264649981,-25.952307890231424,41.05942168800696,NEUTRAL,43.48786276820749,NEUTRAL,44.74244242696995,NEUTRAL,0.0001387974284700357,0.00015025806896710927,0.0001387974284700357,0.00023780309868223233,3.979175825783906e-05,,,,-3.9937206845163834e-05,5.0931345654866916e-05,,-0.30046081240725814,0.592331018796869,
